area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
589,46,moderate,materials,2,122394,68,87,79,Low,110,797
577,57,cold,materials,1,142815,63,70,90,Medium,186,901
3653,36,hot,water,1,642722,37,65,72,Medium,999,720
729,85,cold,energy,0,213836,91,79,76,Low,70,768
424,86,hot,energy,2,164359,90,75,71,Low,95,715
2142,37,cold,materials,0,326014,57,66,76,Medium,201,764
399,44,moderate,water,1,76928,68,97,68,Low,102,685
1855,28,moderate,energy,2,285648,61,87,59,Medium,132,592
595,40,hot,materials,1,119736,59,58,80,Medium,217,806
417,51,cold,energy,0,82809,74,64,55,Medium,81,553
634,73,hot,materials,0,160948,81,69,79,Low,80,791
1522,47,cold,water,2,350342,58,94,69,Medium,257,697
933,21,cold,materials,0,96575,52,62,64,Medium,427,642
681,48,moderate,energy,0,121982,82,79,56,Medium,54,562
866,54,hot,water,0,177733,69,71,65,Medium,104,653
722,61,moderate,energy,1,165922,83,81,78,Low,69,781
1984,62,moderate,materials,1,457822,63,81,98,Low,173,989
2254,93,hot,water,0,665529,79,87,82,Low,99,822
570,59,cold,energy,1,139688,69,72,75,Medium,125,757
446,84,hot,materials,2,155546,79,87,93,Low,117,936
2907,23,moderate,water,1,334455,39,85,68,Medium,999,684
968,69,moderate,materials,2,275891,77,95,88,Low,104,889
568,45,cold,energy,2,121343,72,86,62,Medium,95,620
2461,49,cold,water,1,611071,46,82,75,Medium,999,758
810,27,cold,energy,1,123555,60,62,68,Medium,142,682
3232,33,hot,water,1,470628,37,70,67,Medium,999,675
1560,65,cold,energy,1,445393,67,75,82,Low,162,821
1266,31,hot,materials,2,195698,57,58,77,Medium,195,773
2287,23,moderate,materials,2,260906,44,84,68,Medium,999,686
817,76,hot,energy,0,206125,90,64,72,Low,61,721
586,52,cold,water,2,149590,70,87,60,Medium,122,608
1227,50,moderate,materials,1,257531,68,87,86,Low,115,866
1475,59,moderate,materials,2,356095,67,92,85,Low,134,859
658,49,moderate,energy,2,134540,82,90,64,Low,62,647
1783,51,moderate,materials,1,384070,63,78,97,Low,155,971
1343,37,hot,energy,0,208095,73,53,56,Medium,66,562
332,31,hot,energy,0,42481,74,49,51,Medium,52,519
1230,70,moderate,materials,0,334154,88,85,80,Low,70,808
953,44,moderate,water,2,211555,68,100,57,Low,119,577
1102,92,hot,materials,0,381466,83,73,88,Low,104,885
745,90,hot,energy,2,286689,92,88,77,Low,90,779
3742,40,moderate,water,2,765420,42,99,63,Medium,999,638
941,95,cold,water,1,375226,80,100,92,Low,132,921
368,23,cold,water,2,53160,55,87,47,Medium,254,472
1272,60,hot,materials,2,388511,69,74,84,Low,159,845
668,97,hot,materials,1,229921,86,73,100,Low,94,1000
857,69,moderate,energy,0,206646,96,87,63,Low,51,631
1104,29,cold,materials,0,154738,56,60,68,Medium,221,688
769,36,cold,energy,2,140730,69,78,59,Medium,94,598
1111,79,cold,water,0,346971,74,89,72,Low,128,727
1843,61,moderate,energy,0,392478,82,82,63,Low,65,633
1071,48,hot,water,0,199045,65,70,55,Medium,120,554
1241,36,hot,water,0,180726,64,69,54,Medium,99,540
452,65,hot,energy,0,111201,91,58,58,Medium,59,589
483,71,hot,materials,2,144231,74,77,89,Low,120,892
367,80,cold,energy,0,101529,87,81,70,Low,73,702
851,39,cold,water,1,149274,50,79,64,Medium,1834,647
362,62,cold,energy,1,106608,69,71,77,Medium,148,772
362,48,moderate,materials,2,75466,70,86,73,Low,102,736
589,65,moderate,water,0,150539,83,99,61,Low,77,610
471,87,hot,energy,0,140570,96,77,75,Low,64,758
1226,89,cold,water,1,427790,73,100,94,Low,149,943
704,93,hot,energy,2,302134,94,85,82,Low,95,827
1230,44,hot,water,2,273686,65,79,65,Medium,147,658
1085,85,moderate,energy,1,341538,92,89,87,Low,73,872
587,33,cold,materials,1,97407,53,65,84,Medium,519,844
314,51,cold,materials,2,80978,64,83,73,Medium,180,738
538,29,moderate,energy,0,60364,80,71,45,Medium,36,451
1107,85,cold,water,1,405444,70,96,92,Low,179,929
1379,58,moderate,water,1,312846,66,92,82,Low,135,824
2366,70,moderate,energy,1,693656,74,90,77,Low,121,778
363,74,cold,water,2,133698,68,100,74,Low,201,744
988,73,cold,water,1,293509,74,90,81,Low,121,817
1299,68,moderate,water,2,376774,78,100,76,Low,102,767
1011,42,cold,materials,2,243768,59,75,73,Medium,262,739
417,27,cold,materials,0,52682,55,65,60,Medium,252,602
633,58,cold,materials,1,158667,66,77,88,Low,154,885
732,46,cold,energy,1,158542,70,65,70,Medium,106,702
817,79,hot,materials,1,276565,81,78,99,Low,108,999
841,61,cold,water,2,245594,74,96,63,Low,118,630
581,98,hot,materials,1,226365,83,73,100,Low,115,1000
404,20,hot,materials,0,37466,62,47,59,Medium,76,594
1064,31,moderate,water,2,178905,58,100,60,Medium,203,602
375,42,moderate,energy,1,62717,80,77,73,Low,54,738
386,74,moderate,materials,2,127546,84,100,86,Low,96,868
679,22,moderate,materials,1,70379,54,66,76,Medium,255,769
572,47,hot,materials,0,100950,80,53,77,Medium,57,770
786,79,hot,materials,2,263398,77,79,88,Low,123,882
845,61,cold,energy,1,232330,76,75,78,Low,103,780
786,74,hot,energy,0,218087,93,63,68,Low,63,681
4226,65,moderate,water,0,941110,47,99,73,Medium,999,736
1582,24,hot,water,0,184859,53,68,51,Medium,342,518
1219,51,cold,materials,2,310394,57,80,86,Medium,339,866
1227,68,hot,energy,1,375146,75,67,87,Low,121,878
1058,66,cold,energy,1,294141,70,72,83,Low,135,833
854,36,hot,energy,0,141436,83,56,51,Medium,50,512
3012,81,hot,water,0,946115,70,80,72,Medium,155,727
488,24,cold,materials,2,69534,59,70,69,Medium,156,699
4298,90,hot,materials,2,1736461,50,82,94,Low,11739,947
3747,85,hot,energy,2,1341589,67,81,82,Low,201,826
535,70,cold,water,1,171906,68,89,77,Low,174,772
698,25,cold,water,0,89334,56,77,50,Medium,196,501
616,55,hot,water,0,139460,78,73,60,Medium,79,605
2238,33,cold,materials,1,365814,38,62,87,Medium,999,875
1779,49,hot,materials,0,353959,59,56,80,Medium,206,805
954,70,cold,materials,0,257853,75,72,80,Low,105,806
380,56,moderate,materials,2,104939,73,94,81,Low,118,811
1437,27,hot,materials,2,200823,54,60,69,Medium,303,699
1163,66,cold,materials,1,332624,63,70,100,Low,218,1000
507,20,cold,water,0,53231,56,69,45,Medium,159,457
937,52,moderate,materials,2,237267,76,91,85,Low,94,858
1093,36,cold,energy,2,201644,63,72,62,Medium,135,629
1443,20,moderate,energy,1,144916,61,73,64,Medium,90,640
985,70,moderate,water,2,285902,75,100,72,Low,114,729
1930,21,hot,energy,1,202693,51,51,61,High,772,618
588,31,cold,materials,0,86085,53,60,62,Medium,390,623
343,76,hot,energy,2,116876,86,79,67,Low,94,675
2340,52,moderate,energy,2,514548,69,89,61,Medium,112,615
706,42,cold,water,1,133752,57,84,71,Medium,255,717
1100,40,cold,materials,1,201735,56,66,83,Medium,286,833
304,88,hot,energy,2,125549,87,84,78,Low,110,780
567,55,moderate,materials,2,128561,76,88,77,Low,86,771
894,40,moderate,materials,2,163153,62,86,75,Low,147,759
324,83,hot,energy,2,120400,85,80,71,Low,104,712
3194,55,moderate,energy,2,832650,64,89,68,Medium,175,683
2333,82,moderate,water,2,812077,68,100,76,Low,184,761
1014,56,hot,materials,1,269061,76,58,86,Medium,101,865
694,44,moderate,water,2,133819,77,100,57,Low,70,573
1707,84,moderate,materials,0,529913,81,85,90,Low,97,904
548,59,moderate,energy,0,125897,87,80,61,Low,61,619
867,24,cold,energy,0,100477,65,59,47,Medium,76,475
459,33,hot,water,1,66925,57,72,64,Medium,192,641
1061,47,cold,energy,2,238722,69,84,63,Medium,113,638
5000,39,hot,materials,0,795512,31,50,72,High,999,721
695,60,cold,energy,1,184227,74,73,75,Medium,108,753
409,97,cold,energy,1,158024,88,87,89,Low,100,894
1173,97,cold,water,1,440279,79,97,94,Low,125,947
582,21,moderate,water,0,51840,62,78,41,Medium,69,414
1645,73,cold,water,2,551952,66,100,76,Low,199,769
428,27,cold,materials,2,68929,53,70,71,Medium,535,717
1324,40,hot,energy,0,206690,75,48,57,Medium,61,578
1257,75,cold,water,1,392954,69,96,82,Low,162,828
1457,99,cold,energy,0,573391,94,84,77,Low,89,770
521,35,cold,water,0,74804,58,79,53,Medium,168,539
1437,83,hot,materials,1,500665,76,68,100,Low,130,1000
606,66,hot,materials,1,175568,74,64,92,Low,116,926
1844,46,hot,energy,2,428883,64,68,64,Medium,162,646
1729,58,hot,energy,1,451752,71,58,80,Medium,120,804
919,85,moderate,water,1,302444,82,100,85,Low,100,858
448,54,moderate,water,0,84973,82,92,59,Low,58,596
572,40,moderate,materials,2,107376,69,89,75,Low,93,753
1300,100,cold,water,2,608627,77,100,84,Low,169,843
983,64,cold,water,1,271037,63,85,78,Low,198,788
913,100,cold,energy,1,398332,87,90,96,Low,116,963
823,48,hot,materials,1,163398,63,59,90,Medium,146,905
868,79,moderate,water,0,255386,86,99,73,Low,81,730
4391,74,cold,water,1,1517421,39,91,80,Medium,999,806
945,40,cold,materials,0,156858,65,66,72,Medium,104,724
2162,70,moderate,materials,0,558428,77,88,88,Low,95,889
1094,71,moderate,water,1,313527,80,100,82,Low,93,823
1130,55,moderate,energy,2,289752,87,91,69,Low,68,692
2448,85,moderate,water,2,911327,71,100,76,Low,172,765
617,42,moderate,water,1,109715,60,91,71,Medium,168,717
1353,86,moderate,materials,1,432500,78,87,100,Low,111,1000
455,93,moderate,materials,0,128865,92,94,91,Low,67,911
1399,37,moderate,energy,1,234525,66,74,67,Medium,101,674
1037,85,cold,energy,0,360603,89,85,77,Low,87,772
1009,65,hot,energy,1,264405,79,61,78,Medium,88,785
1864,77,hot,water,1,595492,67,80,86,Low,184,869
382,40,moderate,materials,2,73278,66,84,72,Medium,117,726
515,84,hot,energy,2,171077,88,79,75,Low,86,751
1116,69,cold,water,0,310893,72,82,71,Low,125,712
411,21,moderate,water,1,40064,60,85,59,Medium,95,595
2386,23,hot,materials,2,312805,40,59,70,Medium,999,700
373,53,hot,energy,0,76551,81,61,58,Medium,64,589
3396,83,moderate,energy,1,974906,67,88,88,Low,166,886
803,37,cold,water,1,145915,54,78,68,Medium,409,689
4568,68,hot,water,2,1504162,36,91,73,Medium,999,731
589,48,moderate,energy,2,120375,82,87,63,Low,63,639
1165,29,hot,water,2,196876,59,75,55,Medium,179,552
2566,50,moderate,water,0,491346,65,92,63,Medium,126,636
1409,81,cold,water,2,541077,69,100,83,Low,194,830
537,24,moderate,energy,2,74174,74,84,53,Medium,57,532
923,22,moderate,materials,0,89021,65,67,67,Medium,61,672
780,70,hot,energy,2,267198,89,78,70,Low,86,707
352,87,cold,water,1,121447,72,97,85,Low,154,851
411,64,hot,energy,1,119013,80,62,75,Medium,94,751
1494,40,moderate,energy,1,269058,70,72,78,Medium,86,786
1383,39,cold,water,1,287971,52,82,69,Medium,723,693
1009,83,moderate,energy,1,331957,93,89,87,Low,74,872
933,64,cold,materials,1,283787,65,77,87,Low,193,877
1337,50,moderate,energy,2,331831,77,91,66,Low,91,661
1247,21,cold,materials,0,130420,48,61,62,Medium,999,621
463,43,hot,energy,1,94570,65,58,67,Medium,128,671
821,80,moderate,materials,2,274017,81,93,91,Low,104,912
789,67,moderate,water,2,225250,86,100,73,Low,78,730
1719,66,moderate,energy,0,390390,82,84,72,Low,69,720
972,62,cold,materials,1,256925,69,74,93,Low,133,931
862,69,hot,materials,2,256595,75,75,88,Low,116,880
1340,56,hot,energy,2,344072,74,74,65,Medium,106,656
1168,54,hot,materials,1,268867,61,58,95,Medium,198,950
1277,96,cold,energy,1,520650,79,84,95,Low,137,952
1418,32,moderate,water,1,188054,64,86,67,Medium,93,672
784,79,moderate,materials,0,231198,95,92,84,Low,65,843
1465,51,hot,materials,0,285896,67,55,74,Medium,113,744
1147,67,cold,energy,2,342717,78,88,70,Low,106,701
719,74,moderate,energy,1,197269,91,89,84,Low,66,845
528,22,moderate,water,2,67630,58,97,51,Medium,156,519
1433,26,cold,water,1,204141,48,76,67,Medium,999,671
1594,60,moderate,energy,1,349171,80,76,79,Low,70,793
517,39,hot,energy,2,108281,71,66,53,Medium,98,539
682,58,cold,materials,0,150016,73,71,77,Medium,95,771
1182,42,moderate,water,1,222553,66,93,72,Low,112,722
437,71,moderate,materials,1,111063,77,85,96,Low,91,962
373,56,moderate,water,0,71142,83,98,63,Low,56,635
1297,70,cold,materials,2,445108,68,90,95,Low,190,953
1555,49,cold,energy,2,350831,65,81,64,Medium,149,642
888,69,cold,energy,1,264258,76,75,84,Low,113,843
1104,60,hot,energy,2,284539,83,72,67,Medium,78,675
321,73,cold,energy,2,106348,80,86,73,Low,107,733
1232,32,moderate,materials,0,163397,67,72,72,Medium,77,724
512,77,moderate,water,0,129005,90,98,72,Low,61,726
1640,54,hot,water,2,406320,60,87,72,Medium,245,729
372,70,moderate,materials,2,102426,81,97,88,Low,86,886
1047,44,hot,water,0,173007,68,70,59,Medium,87,598
1174,75,moderate,energy,1,360653,86,91,85,Low,84,854
1853,65,hot,materials,0,493380,67,62,84,Medium,149,840
630,25,hot,water,2,89093,57,72,51,Medium,201,512
3529,97,cold,water,0,1155851,61,98,84,Low,289,845
1012,91,hot,water,2,401618,87,98,81,Low,105,819
304,42,hot,energy,1,57829,74,58,67,Medium,76,672
1107,40,moderate,energy,0,172484,86,71,58,Medium,42,582
1119,75,hot,materials,2,376737,75,79,85,Low,131,853
1404,80,moderate,water,0,392537,81,100,75,Low,87,751
457,40,cold,water,2,106053,56,95,54,Medium,358,549
1051,55,cold,energy,1,271286,69,74,77,Medium,130,773
520,51,hot,materials,2,134656,73,69,75,Medium,112,759
4548,92,moderate,energy,0,1322814,68,86,75,Low,154,752
419,27,moderate,energy,2,58505,73,83,51,Medium,59,514
1551,93,moderate,water,2,563192,86,100,85,Low,100,859
771,57,hot,water,1,187726,65,73,76,Medium,152,768
1860,38,moderate,energy,2,321580,70,85,62,Medium,85,621
498,29,hot,energy,2,75111,71,62,49,Medium,69,499
926,58,cold,water,0,197239,68,86,63,Medium,115,637
1411,83,moderate,water,1,415481,78,100,90,Low,102,902
1100,42,hot,water,0,200210,69,71,54,Medium,93,540
1161,55,hot,materials,0,262185,76,55,73,Medium,84,733
415,67,moderate,water,1,101693,76,98,80,Low,93,803
653,30,cold,energy,2,117864,69,73,53,Medium,90,530
635,36,cold,materials,2,128882,58,77,76,Medium,245,767
2222,59,moderate,materials,1,529971,63,80,99,Low,175,993
949,54,cold,materials,1,210877,61,71,90,Medium,201,905
2011,75,cold,materials,0,623959,67,78,87,Low,181,870
387,23,moderate,energy,0,42033,77,67,47,Medium,38,474
942,30,cold,water,1,141737,51,85,64,Medium,1315,644
969,77,hot,energy,1,279422,88,68,81,Low,74,815
773,82,moderate,materials,1,262110,82,85,100,Low,105,1000
2451,66,cold,water,0,653517,58,88,70,Medium,300,700
743,72,cold,water,0,210382,71,92,70,Low,130,700
315,85,hot,energy,2,113517,92,77,76,Low,84,761
856,74,moderate,energy,2,261251,97,95,74,Low,63,749
1514,32,cold,water,2,244339,51,87,58,Medium,1564,586
4002,39,moderate,energy,2,802163,47,83,59,Medium,999,593
2499,70,moderate,water,1,653841,70,99,89,Low,128,892
1191,31,cold,water,2,224011,52,89,60,Medium,930,600
1420,75,hot,materials,0,425390,78,67,90,Low,106,900
630,64,moderate,materials,2,167206,79,88,82,Low,90,827
397,38,moderate,materials,2,74708,71,83,72,Low,86,724
1103,24,hot,energy,1,125191,64,47,65,Medium,80,650
1097,56,cold,materials,1,289952,60,77,89,Low,256,897
1043,81,hot,energy,1,348155,83,64,89,Low,99,890
307,79,moderate,materials,1,86499,77,93,100,Low,103,1000
1157,50,cold,water,1,245067,64,84,73,Medium,142,734
324,81,hot,water,1,96302,81,85,78,Low,94,787
1844,69,moderate,materials,0,418071,76,84,85,Low,86,855
1565,28,hot,water,2,254807,51,74,58,Medium,1163,585
2010,39,cold,energy,1,386440,55,58,77,Medium,376,773
1357,60,moderate,materials,1,317238,72,83,95,Low,104,954
473,31,moderate,materials,1,73915,61,73,82,Medium,137,824
962,39,hot,water,1,158073,63,67,70,Medium,126,700
1444,47,hot,water,0,295569,65,67,65,Medium,132,651
1344,68,cold,water,2,411784,70,100,71,Low,149,711
1166,40,moderate,water,0,169186,71,83,58,Medium,67,585
385,55,moderate,water,2,95355,80,100,61,Low,80,618
983,59,hot,energy,2,281285,81,75,66,Medium,89,660
1883,28,cold,energy,0,251553,60,66,52,Medium,129,526
2955,26,cold,water,1,369560,32,81,67,Medium,999,679
4383,50,hot,energy,1,1047869,40,59,76,Medium,999,768
620,79,moderate,water,0,164103,88,100,72,Low,68,725
2060,33,cold,energy,2,397937,48,71,55,Medium,999,554
1858,38,cold,water,1,369358,47,83,74,Medium,999,740
1033,46,cold,materials,1,230835,56,65,84,Medium,364,845
470,26,hot,water,0,55739,64,64,50,Medium,84,500
4364,41,hot,materials,1,864976,26,58,89,Medium,999,893
1064,57,moderate,materials,1,258486,75,88,87,Low,96,877
2119,22,hot,water,0,216931,48,59,51,High,999,517
1385,87,hot,energy,0,458764,96,75,74,Low,70,747
388,23,hot,water,2,50853,59,73,49,Medium,144,497
2405,85,moderate,energy,0,714016,86,90,84,Low,81,847
484,60,moderate,water,1,110586,71,93,70,Low,105,702
665,37,cold,materials,2,126224,60,77,72,Medium,179,729
408,24,moderate,energy,2,47779,66,80,50,Medium,69,500
1103,82,moderate,energy,0,321605,99,88,74,Low,58,749
1570,54,cold,energy,0,316118,72,68,65,Medium,88,651
925,34,hot,energy,1,144501,64,51,63,Medium,107,639
3525,60,cold,materials,1,954794,37,67,98,Medium,999,981
698,53,hot,energy,0,153054,85,55,58,Medium,61,583
1055,90,cold,water,1,390300,71,98,93,Low,171,930
3230,64,cold,water,2,955851,50,99,67,Medium,3480,673
2146,77,cold,water,1,719911,60,93,85,Low,318,857
708,69,hot,energy,1,195566,84,65,77,Low,79,772
651,84,moderate,materials,2,231367,89,100,92,Low,89,925
2122,62,hot,energy,0,466930,76,61,66,Medium,83,665
899,48,cold,materials,1,191002,57,68,92,Medium,286,929
1453,39,hot,energy,2,302486,70,61,62,Medium,102,623
1300,93,cold,water,2,552845,78,100,83,Low,150,832
793,55,moderate,water,0,149546,81,98,57,Low,60,572
1926,40,hot,materials,0,346018,62,52,74,Medium,144,742
2199,31,moderate,energy,2,378860,66,82,61,Medium,103,619
764,38,hot,materials,1,134122,62,52,82,Medium,141,824
1593,72,moderate,materials,1,426293,74,90,100,Low,111,1000
892,78,moderate,water,1,267767,82,100,82,Low,91,825
790,71,cold,water,2,256925,64,98,74,Low,228,747
1488,74,moderate,energy,2,440608,88,100,79,Low,76,798
1290,42,hot,materials,1,235849,60,57,85,Medium,179,858
4797,40,cold,energy,2,1015093,30,79,66,Medium,999,669
2344,37,cold,materials,2,448267,42,74,71,Medium,999,719
304,41,moderate,energy,2,58408,83,85,54,Medium,56,549
1659,22,moderate,energy,0,154482,68,66,58,Medium,49,585
1496,37,moderate,energy,2,290097,72,87,64,Medium,85,642
1354,70,cold,materials,0,360303,70,74,82,Low,130,826
2419,44,cold,energy,0,477729,60,66,60,Medium,189,607
308,42,hot,energy,0,51314,75,57,53,Medium,65,539
1421,66,cold,materials,0,365554,66,77,79,Medium,160,796
1394,95,cold,materials,2,630807,74,94,100,Low,182,1000
1749,67,moderate,materials,2,533116,73,96,91,Low,130,914
375,57,moderate,materials,2,100258,71,88,74,Low,122,744
882,32,cold,energy,2,162002,65,77,58,Medium,121,582
2129,37,cold,materials,0,341146,52,69,75,Medium,740,755
559,58,hot,materials,0,135334,72,58,73,Medium,107,735
1758,53,cold,water,0,408639,64,83,63,Medium,163,632
2003,76,cold,energy,2,702611,77,89,82,Low,128,823
2410,22,hot,materials,0,227282,49,45,64,High,999,640
551,79,moderate,materials,2,196408,82,100,94,Low,108,943
2001,32,cold,materials,0,296734,50,60,68,Medium,3207,685
1575,64,cold,materials,1,432400,66,69,96,Low,161,962
377,52,cold,energy,1,88689,74,71,69,Medium,95,695
410,62,cold,energy,2,117848,78,89,66,Low,99,661
889,42,hot,energy,2,189905,71,65,61,Medium,100,619
306,88,moderate,energy,2,105279,100,100,73,Low,68,730
2362,99,hot,water,2,1046185,78,100,85,Low,156,859
1499,51,cold,materials,2,356348,58,78,85,Medium,276,853
303,92,moderate,materials,1,100887,84,100,100,Low,97,1000
1050,33,hot,energy,0,163417,73,54,55,Medium,66,550
599,70,hot,materials,1,165093,71,65,95,Low,130,959
809,100,moderate,water,2,301220,94,100,84,Low,84,848
1854,69,hot,energy,2,608227,73,76,71,Medium,139,716
1512,52,hot,materials,1,315597,62,59,93,Medium,162,930
4343,55,moderate,materials,0,938308,47,85,73,Medium,999,738
2339,33,moderate,energy,0,342515,69,71,53,Medium,76,531
1479,81,hot,materials,0,449826,81,67,89,Low,95,893
393,79,moderate,energy,0,99182,94,93,72,Low,56,727
847,65,moderate,water,1,232566,76,98,79,Low,103,798
893,96,hot,water,0,325170,90,93,81,Low,89,814
2031,28,moderate,energy,2,312944,60,78,59,Medium,146,597
2238,76,moderate,materials,2,772378,72,98,94,Low,151,944
1230,33,moderate,water,0,162199,71,84,48,Medium,61,484
735,47,cold,energy,1,160580,71,67,71,Medium,103,710
819,27,hot,water,0,101865,63,66,53,Medium,94,535
481,78,hot,water,1,146904,74,83,83,Low,123,833
1288,85,hot,energy,0,411721,94,70,75,Low,72,758
1334,68,moderate,materials,1,333679,68,83,99,Low,136,998
1482,97,hot,materials,0,478058,86,75,100,Low,89,1000
1231,45,hot,water,1,236234,58,74,75,Medium,231,758
4547,68,hot,water,0,1112095,41,80,68,Medium,999,686
348,64,cold,materials,2,112381,69,90,84,Low,163,843
1113,43,cold,energy,0,219694,72,69,55,Medium,88,556
929,36,cold,materials,1,176512,57,68,81,Medium,252,817
1818,74,cold,energy,2,579630,74,86,81,Low,131,817
1098,93,moderate,materials,1,385595,86,95,100,Low,97,1000
